window_end_time,recon_error,failure_window,top_sensors,fault_type
2020-08-06 18:26:00,1.3932304,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:38:30,1.3819925,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:39:20,1.6047128,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:40:10,1.6558881,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:41:00,1.7111108,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:41:50,1.7593402,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:42:40,1.7911456,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:43:30,1.8051181,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:44:20,1.8047197,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:45:10,1.7908261,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:46:00,1.7219695,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:46:50,1.4931934,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 18:59:20,1.3645954,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:00:10,1.5248914,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:01:00,1.581501,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:01:50,1.6388674,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:02:40,1.6845586,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:03:30,1.7128494,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:04:20,1.7238394,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:05:10,1.7220763,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 19:06:00,1.7063605,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 19:06:50,1.6373615,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:07:40,1.3757915,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:19:20,1.0716959,0,"Motor_current, TP2, H1",Pressure Fault
2020-08-06 19:20:10,1.52827,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:21:00,1.604517,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:21:50,1.65256,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:22:40,1.7011824,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:23:30,1.7392159,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:24:20,1.7614988,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:25:10,1.7671443,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:26:00,1.7613354,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 19:26:50,1.7261307,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:27:40,1.639024,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:28:30,1.3017459,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:40:10,1.14062,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:41:00,1.3829721,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:41:50,1.4502034,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:42:40,1.5135796,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:43:30,1.5641589,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:44:20,1.5961432,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-06 19:45:10,1.6113038,0,"Motor_current, H1, TP2",Pressure Fault
2020-08-06 19:46:00,1.6109385,0,"Motor_current, H1, TP2",Pressure Fault
2020-08-06 19:46:50,1.6005383,0,"Motor_current, H1, TP2",Pressure Fault
2020-08-06 19:47:40,1.5512153,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 19:48:30,1.4412535,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-06 20:01:00,1.4856278,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:01:50,1.5617565,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:02:40,1.6199999,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:03:30,1.6767851,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:04:20,1.719272,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:05:10,1.7437971,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:06:00,1.7525148,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:06:50,1.7482876,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 20:07:40,1.7266062,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 20:08:30,1.64646,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:09:20,1.3291113,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:21:00,1.1384803,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:21:50,1.5578152,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:22:40,1.6276643,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:23:30,1.6828556,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:24:20,1.7379448,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:25:10,1.7784027,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:26:00,1.8015033,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:26:50,1.8084006,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:27:40,1.802697,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:28:30,1.759256,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:29:20,1.6618831,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:30:10,1.2256541,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:41:50,1.3137137,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:42:40,1.5773132,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:43:30,1.6325085,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:44:20,1.6916734,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:45:10,1.7423949,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:46:00,1.7761797,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:46:50,1.792889,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:47:40,1.7937379,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:48:30,1.7802476,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:49:20,1.7148917,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 20:50:10,1.5042174,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:01:50,1.0639942,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:02:40,1.5735053,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:03:30,1.6284263,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:04:20,1.6775907,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:05:10,1.7330654,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:06:00,1.7772095,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:06:50,1.8035347,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:07:40,1.8117497,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:08:30,1.8073919,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:09:20,1.7758665,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:10:10,1.6932156,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:11:00,1.3131196,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:22:40,1.2800062,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:23:30,1.5326068,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:24:20,1.5930605,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:25:10,1.6540436,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:26:00,1.7038928,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:26:50,1.7365334,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:27:40,1.7509836,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:28:30,1.7508022,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 21:29:20,1.7402782,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 21:30:10,1.6822921,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:31:00,1.5075983,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:43:30,1.4586248,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:44:20,1.5358268,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:45:10,1.5990605,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:46:00,1.6589106,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:46:50,1.7032629,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:47:40,1.7286078,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:48:30,1.7366958,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:49:20,1.7317231,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 21:50:10,1.7086163,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 21:51:00,1.6317713,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 21:51:50,1.3078233,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:03:30,1.1668143,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:04:20,1.487419,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:05:10,1.5634633,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:06:00,1.6299937,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:06:50,1.685094,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:07:40,1.7219582,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:08:30,1.7397194,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:09:20,1.7414203,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 22:10:10,1.7320244,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 22:11:00,1.6855152,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:11:50,1.573432,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:12:40,1.1214614,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:24:20,1.416359,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:25:10,1.5005727,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:26:00,1.5706942,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:26:50,1.6338773,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:27:40,1.6800667,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:28:30,1.7064804,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:29:20,1.7144756,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:30:10,1.7093706,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 22:31:00,1.6856999,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 22:31:50,1.6076045,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:32:40,1.299692,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:44:20,1.2288504,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:45:10,1.6782635,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:46:00,1.9504673,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:46:50,1.9887828,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:47:40,2.038125,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:48:30,2.0855162,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:49:20,2.1165197,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:50:10,2.1287456,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:51:00,2.1258225,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:51:50,2.0746171,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:52:40,1.9305147,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 22:53:30,1.4625865,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:06:00,1.3213044,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:06:50,1.4870244,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:07:40,1.5428832,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:08:30,1.6004304,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:09:20,1.6454532,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-06 23:10:10,1.6726367,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-06 23:11:00,1.6824872,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-06 23:11:50,1.6783246,0,"Motor_current, H1, TP2",Pressure Fault
2020-08-06 23:12:40,1.6613953,0,"Motor_current, H1, TP2",Pressure Fault
2020-08-06 23:13:30,1.5914125,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-06 23:14:20,1.3713086,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:26:00,1.2237145,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:26:50,1.479358,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:27:40,1.5402269,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:28:30,1.6008916,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:29:20,1.6522582,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:30:10,1.6858711,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-06 23:31:00,1.7010319,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-06 23:31:50,1.7010429,0,"H1, Motor_current, TP2",Pressure Fault
2020-08-06 23:32:40,1.6895142,0,"Motor_current, H1, TP2",Pressure Fault
2020-08-06 23:33:30,1.6305294,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-06 23:34:20,1.4840982,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:46:50,1.4422067,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:47:40,1.5181751,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:48:30,1.5816368,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:49:20,1.6418006,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:50:10,1.6856586,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:51:00,1.7104936,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:51:50,1.7174511,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:52:40,1.711833,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 23:53:30,1.6886358,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-06 23:54:20,1.609725,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-06 23:55:10,1.294698,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:06:50,1.2065332,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:07:40,2.6686437,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 00:08:30,2.708951,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 00:09:20,2.7449841,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 00:10:10,2.7780995,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 00:11:00,2.8064876,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 00:11:50,2.8304987,0,"DV_pressure, TP2, Motor_current",Pressure Fault
2020-08-07 00:12:40,2.8504636,0,"DV_pressure, Motor_current, TP2",Pressure Fault
2020-08-07 00:13:30,2.869416,0,"DV_pressure, Motor_current, TP2",Pressure Fault
2020-08-07 00:14:20,2.8479142,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 00:15:10,2.7603872,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 00:16:00,2.356892,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 00:16:50,2.0054705,0,"DV_pressure, Motor_current, Reservoirs",Pressure Fault
2020-08-07 00:26:50,1.1509061,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:27:40,1.4713665,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:28:30,1.5472347,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:29:20,1.6138988,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:30:10,1.6695876,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:31:00,1.7068839,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:31:50,1.7254906,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:32:40,1.7274482,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-07 00:33:30,1.7193805,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-07 00:34:20,1.6732098,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:35:10,1.5658767,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:36:00,1.1166909,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:46:50,1.052982,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:47:40,1.5414495,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:48:30,1.6210338,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:49:20,1.6844695,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:50:10,1.7450116,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:51:00,1.7899905,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:51:50,1.8155539,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:52:40,1.8245828,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:53:30,1.8195997,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:54:20,1.787391,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:55:10,1.7031169,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 00:56:00,1.3222451,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:07:40,1.2258842,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:08:30,1.4922295,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:09:20,1.5561472,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:10:10,1.6184161,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:11:00,1.6694896,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:11:50,1.7029661,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:12:40,1.7167768,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:13:30,1.7152162,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:14:20,1.7028391,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-07 01:15:10,1.6437329,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:16:00,1.4671423,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:27:40,1.1329334,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-07 01:28:30,1.5675514,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:29:20,1.6370754,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:30:10,1.6857119,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:31:00,1.7343447,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:31:50,1.7703029,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:32:40,1.7896079,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:33:30,1.7928935,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:34:20,1.784086,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:35:10,1.7392832,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:36:00,1.640554,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:36:50,1.2145385,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:48:30,1.5242912,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:49:20,1.5871923,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:50:10,1.640871,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:51:00,1.6971428,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:51:50,1.7401652,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:52:40,1.7649591,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:53:30,1.77197,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:54:20,1.7659205,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:55:10,1.7340813,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:56:00,1.6512065,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 01:56:50,1.2947334,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:08:30,1.4162209,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:09:20,1.5827503,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:10:10,1.6415815,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:11:00,1.7007308,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:11:50,1.7463834,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:12:40,1.7740468,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:13:30,1.7842255,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-07 02:14:20,1.7804036,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:15:10,1.7580097,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:16:00,1.6811632,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:16:50,1.3636203,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:28:30,1.2128655,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:29:20,1.9747481,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:30:10,2.013312,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:31:00,2.050039,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:31:50,2.0867934,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:32:40,2.119347,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:33:30,2.145701,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:34:20,2.167954,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:35:10,2.1869965,0,"DV_pressure, Motor_current, TP2",Pressure Fault
2020-08-07 02:36:00,2.16655,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:36:50,2.0767329,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:37:40,1.6691399,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 02:38:30,1.2579086,0,"DV_pressure, Motor_current, Reservoirs",Pressure Fault
2020-08-07 02:48:30,1.1420277,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:49:20,1.4548684,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:50:10,1.5339054,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:51:00,1.6029179,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:51:50,1.6600695,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:52:40,1.697338,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:53:30,1.715071,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:54:20,1.7162704,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:55:10,1.7054482,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-07 02:56:00,1.6577792,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:56:50,1.5557897,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 02:57:40,1.1123505,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:08:30,1.139748,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:09:20,1.4552809,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:10:10,1.5342292,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:11:00,1.6033783,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:11:50,1.6592383,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:12:40,1.6960585,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:13:30,1.7131228,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:14:20,1.7138658,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:15:10,1.7033485,0,"TP2, Motor_current, H1",Pressure Fault
2020-08-07 03:16:00,1.6558263,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:16:50,1.5545781,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:17:40,1.1103098,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:28:30,1.1305913,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:29:20,1.5447633,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:30:10,1.6225934,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:31:00,1.6821736,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:31:50,1.7372599,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:32:40,1.7760115,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:33:30,1.7960616,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:34:20,1.7987814,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:35:10,1.7893082,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:36:00,1.7428154,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:36:50,1.6384977,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:37:40,1.1951959,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:48:30,1.0577887,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-07 03:49:20,2.1821854,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 03:50:10,2.2168715,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 03:51:00,2.2482612,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 03:51:50,2.2848642,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 03:52:40,2.3203743,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 03:53:30,2.3510191,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 03:54:20,2.376251,0,"DV_pressure, TP2, Motor_current",Pressure Fault
2020-08-07 03:55:10,2.3981595,0,"DV_pressure, TP2, Motor_current",Pressure Fault
2020-08-07 03:56:00,2.401093,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-07 03:56:50,2.3650808,0,"DV_pressure, TP2, H1",Pressure Fault
